Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
Big Bang Boom Solutions,Chennai,Deep Tech,1050000.0,Series A,2020,"Mumbai Angels, Defence Innovation Organisation"
GUVI,Chennai,EdTech Startup,800000.0,Series A,2020,"CBA Capital, Gray Matters Capital"
BluSmart,Gurugram,Electricity,7000000.0,Series A,2020,"Kalpavriksh, JITO Angel Network"
MPL,Bangalore,Entertainment,50000000.0,Series B,2020,"Sequoia Capital India, Times Internet"
Spoonshot,Bangalore,FMCG,1000000.0,Seed,2020,"SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,Mumbai,FinTech,750000.0,Series A,2020,
Groww,Bangalore,FinTech,30000000.0,Series C,2020,"Y Combinator, Ribbit Capital"
i3 Systems,Mumbai,Insurance Tech,1050000.0,Series A,2020,"Hatanaka Yosuke, Minomiya Takeo"
SOAL,Mumbai,EdTech,1000000.0,Series A,2020,"Krishnan Menon, Srinivas Kollipara"
OckyPocky,Gurugram,EdTech,400000.0,Seed,2020,"SucSEED Venture Partners, ah! Ventures"
Hippo Video,New York,Video personalization,4000000.0,Series A,2020,"Surge, Kae Capital"
Hasura,San Francisco,Software Company,25000000.0,Series B,2020,"Nexus Venture Partners, Sam Lambert"
Qapita,Singapore,FinTech,1080000.0,Seed,2020,"Alto Partners, Mission Holdings"
Sunday,Bangkok,FinTech,9000000.0,Series B,2020,"SCB 10X, LINE Ventures"
Gamezop,Gurugram,Gaming,4300000.0,Series A,2020,"Powerhouse ventures, Tracxn,"
Phool.co,Kanpur,Biomaterial startup,1400000.0,Series A,2020,Kaplan Foundation
MedLife,Bangalore,Health,6800000.0,,2020,Ivy Icon
IDfy,Mumbai,IT,2110000.0,Series A,2020,"Millenna FVCI III, NB Ventures, Dream Incubator"
Bira91,New Delhi,Craft Beer,764000.0,,2020,Anicut Capital
Max wholesale,New Delhi,E-commerce,603000.0,,2020,"Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,Mumbai,E-commerce,409000.0,,2020,Supera Investments
MechMocha,Bangalore,Entertainment,292000.0,Series A,2020,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,Gurugram,Healthtech,286000.0,,2020,"GGV Capital, Sahi Barual"
DeepSync,Chandigarh,AI startup,136000.0,,2020,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Gradeup,Noida,Education,546000.0,,2020,"Times Internet, TLabs"
Tracxn,Bangalore,Investment,887000.0,Series B,2020,"Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Mumbai,Fashion,43000.0,,2020,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Bangalore,Health,40900.0,,2020,Nestavera Ventures.
Flickstree,Mumbai,Tech,40900.0,,2020,"MOX, Venture Catalysts"
CredoLab,Singapore,Tech,7000000.0,Series A,2020,"GB Group, Walden International"
Brick&Bolt,Bangalore,Construction,2200000.0,Series A,2020,"Meghna Agarwal, Navin Dhanuka"
Grinntech,Chennai,Battery manufacturer,2000000.0,,2020,"V Sumantran, V Lakshmi Narayanan"
6Degree,Mumbai,Fashion,340000.0,,2020,"Keiretsu Forum, SucSEED Venture Partners"
Exprs,,Nano Distribution Network,5660000.0,,2020,"Sweta Rau, Sandeep Kapoor"
Bikayi,Hyderabad,E-commerce,2000000.0,Seed,2020,Mantis ventures
The Health company,Gurugram,AI health,350000.0,,2020,"VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Gurugram,Dating app,110000.0,Series A,2020,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Mumbai,Media,4300000.0,Seed,2020,"Mayfield India, Saama Capital, Ronnie Screwvala"
Byju's,Bangalore,EdTech,122000000.0,,2020,DST Global
Avail Finance,Bangalore,Fintech,11635000.0,Series B,2020,"Alphawave, Matrix Partners"
Virohan,Gurgaon,Healthcare/Edtech,2800000.0,,2020,"Keiretsu Forum, Elea Foundation"
Verloop.io,,AI,5000000.0,,2020,Alpha Wave incubation
Otipy,,Agritech/Commerce,1000000.0,Series A,2020,Inflection Point Ventures
LEAD School,Mumbai,EdTech,28000000.0,Series C,2020,"WestBridge Capital, Elevar Equity"
Trell,Bangalore,Social e-commerce,11000000.0,Series A,2020,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Bangalore,Food & Logistics,2300000.0,Series A,2020,Ankur Capital
Pixxel,Bangalore,SpaceTech,5000000.0,Seed,2020,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
SmarterBiz,Bangalore,Tech,1065000.0,Series A,2020,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,Bangalore,HR,2000000.0,,2020,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
FPL Technologies,Pune,Fintech,10000000.0,Series A,2020,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,Bangalore,EdTech,2500000.0,Series A,2020,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Bangalore,Media,5000000.0,Series A,2020,Nexus Venture Partners
Daalchini,,IoT,669000.0,Series A,2020,Artha Venture Fund
LendingKart,Ahmedabad,Fintech,16076000.0,Series D,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,Bangalore,,649600.0,Series A,2020,1Crowd
GrayQuest,Mumbai,EdTech,1000000.0,Series A,2020,Foundation Holdings
BigHaat,Bangalore,Agritech,2000000.0,Series A,2020,"Ankur Capital, Beyond Next Ventures"
CityCash,Mumbai,Fintech,1000000.0,Seed,2020,Orios Venture Partners
HomeLane,Chennai,Interior design,1000000.0,Series D,2020,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,Bangalore,Foodtech,6700000.0,Series C,2020,IIFL Income Opportunities Fund
Eduvanz,Mumbai,Fintech,5000000.0,Series A,2020,Sequoia India
ZipLoan,Delhi,Fintech,2000000.0,,2020,Stride Ventures
DocSumo,Mumbai,AI,220000.0,Seed,2020,"Better Capital, TechStars, Barclays."
Chingari,Bangalore,Media,1300000.0,Seed,2020,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Gurugram,Media,300000.0,Series A,2020,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,Kolkata,AI,266500.0,,2020,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,Delhi,AI,2500000.0,Series A,2020,Sequoia Capital India
DrinkPrime,Bangalore,Appliance,2879000.0,Series A,2020,Sequoia Surge
Infeedo,Gurugram,HR tech,700000.0,,2020,Y Combinator
Rebel Foods,Mumbai,Food tech,26500000.0,Series E,2020,Coatue Management
Hevo,Bangalore,Tech,8000000.0,Series A,2020,"Qualgro, Lachy Groom"
BigSpoon Foods,Ahmedabad,Foodtech,2000000.0,Series A,2020,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Bangalore,Media,1000000.0,Seed,2020,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Bangalore,Media,351000.0,,2020,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
Wellcure,Gurugram,Healthtech,200000.0,,2020,Inflection Point Ventures
Firescore,Mumbai,Gaming,500000.0,,2020,Crazy Labs
Toppr,Mumbai,Edtech,46761000.0,Series D,2020,Foundation Holdings
Pickright Technologies,Bangalore,Fintech,175000.0,Seed,2020,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Chennai,Tech,3000000.0,,2020,Dr. Bhaskar Rao Bollineni
Fourth Partner Energy,Bangalore,Solar Solution,15000000.0,,2020,ResponsAbility Investments AG
Entri,Kochi,Edtech,1700000.0,Series A,2020,Good Capital
MPowered,Gurugram,SaaS,21000000.0,Series A,2020,"Ashok Nichani, Shelly Nichani"
Ather Energy,Bangalore,Automobile,11241000.0,Series C,2020,Hero MotoCorp
Gigforce,Bangalore,HR tech,804000.0,,2020,Unitus Venture
Vegrow,Bangalore,Agritech,2500000.0,Seed,2020,"Matrix Partners India, Ankur Capital"
Bijnis,,B2B marketplace,10000000.0,Series A,2020,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
iNurture,Bangalore,Edtech,1340000.0,,2020,BlackSoil Capital
StyleDotMe,Gurugram,Fashion Tech,467000.0,Series A,2020,Survam Partners
Ripsey,Mumbai,Nutrition tech,133000.0,,2020,Ah! Ventures
Vedantu,Bangalore,Edtech,100000000.0,Series D,2020,Coatue
Magicpin,Gurugram,,7000000.0,Series D,2020,Samsung Venture Investment Corporation
Procol,Delhi,Agritech,3823000.0,,2020,Sequoia Surge
Yumlane,Mumbai,Cloud Kitchen,1000000.0,Series A,2020,Jetty Ventures
Crio,Bangalore,Edtech,934000.0,,2020,021 Capital
Openapp,Bangalore,IoT,500000.0,,2020,Unicorn India Ventures
PumPumPum,Gurugram,IoT/Automobile,293000.0,,2020,LetsVenture Syndicate
ParkSmart,Delhi,IoT,198000.0,,2020,Ah! Ventures
Plum,Bangalore,Healthtech,927000.0,Seed,2020,Incubate Fund
IncNut Digital,Hyderabad,Ecommerce,4000000.0,Series A,2020,RPSG Ventures
GigIndia,Pune,Tech,971000.0,Series A,2020,Incubate Fund India
Specsmaker,Chennai,Eye Wear,3060000.0,,2020,Eight Road Ventures
Piggy Ride,Bangalore,SaaS,1862000.0,Series A,2020,"JAFCO Asia, Artha Venture Fund"
Chai Waale,Chennai,Beverage,232000.0,,2020,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
Cuemath,Bangalore,Edtech,2888000.0,Series B,2020,Trifecta Capital
Cars24,Gurgaon,Automobile,1328000.0,,2020,Vivriti Capital
JetSynthesys,Pune,Digital tech,40000000.0,,2020,"Adar Poonawalla, Kris Gopalakrishnan"
Blue Sky Analytics,Gurugram,Data Intelligence,1200000.0,Seed,2020,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs"
Decentro,Bangalore,Fintech,15500000.0,Series A,2020,Y Combinator
Zolostays,Bangalore,Co-living,56000000.0,Series C,2020,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital"
Frontier Markets,Jaipur,Ecommerce,2250000.0,Series A,2020,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
Aye Finance,Gurugram,Fintech,16753000.0,Series E,2020,Invest in Vision
Paper Boat,Gurugram,Food & Beverages,3700000.0,,2020,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures"
Ken42,Bangalore,Edtech,1470000.0,,2020,Turbostart
Forbidden Foods,Delhi,Food,1000000.0,Seed,2020,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram"
Universal Sportsbiz,Bangalore,Fashion,530000.0,,2020,NB Ventures
Gobbly,Gurugram,Retail Tech,500000.0,Seed,2020,Sauce vc
Mitron,Bangalore,Media,267000.0,Seed,2020,"3One4 Capital, LetsVenture"
Bulk MRO,Mumbai,B2B,3344000.0,,2020,Stride Ventures
Inspektlabs,Delhi,AI,600000.0,Series A,2020,"Better Capital, Titan Capital"
Big Bang Boom Solutions,Chennai,Defense tech,1000000.0,Series A,2020,Mumbai Angels Network
Flinto,Chennai,Edtech,7200000.0,Series B,2020,Lightbox Ventures
Zetwerk,Bangalore,Marketplace,21000000.0,Series C,2020,Greenoaks
ChitMonks,Hyderabad,Fintech,650000.0,Series A,2020,Unicorn India Ventures
Arth Designbuild,Hyderebad,Construction tech,1100000.0,,2020,"Startup-O, Eden Ventures"
goDutch,Mumbai,Fintech,1700000.0,Seed,2020,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq"
High Street Essentials,New Delhi,Ecommerce,2743000.0,Series C,2020,"SAIF Partners, India Quotient"
Slice,Bangalore,Fintech,6082000.0,Series B,2020,Gunosy
Bombay Play,Bangalore,Gaming,1500000.0,Series A,2020,"Leo capital, Ramakant Sharma"
Fullife,Mumbai,Healthtech,6609000.0,,2020,Amansa Capital
Oziva,,Nutrition,5000000.0,Series A,2020,Matrix Partners
Aye Finance,Gurugram,Fintech,27700000.0,Series E,2020,"Capital G, Alphabet's Independent growth fund"
91springboard,Delhi,Coworking,5940000.0,,2020,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
Yulu,,Micro-mobiity,3964000.0,,2020,Rocketship
Milkbasket,Gurugram,Logistics,5500000.0,,2020,Inflection Point Ventures
MergerDomo,Noida,Marketplace,197000.0,,2020,"Nadir Godrej, Individual Investors"
Milk Mantra,Odisha,Food,10000000.0,,2020,US International Development Finance Corporation
Myglamm,Mumbai,Beauty,4327000.0,,2020,"Tano India, L’Occitane, Bessemer"
Drishti Technologies,Bangalore,AI,25000000.0,Series B,2020,Sozo Ventures
Instasolv,Noida,Edtech,2000000.0,Series A,2020,Undisclosed
GoldenPi,Bangalore,Fintech,459000.0,,2020,Rainmatter Capital
Jai Kisan,Mumbai,Fintech,3937000.0,Series A,2020,"Arkam Ventures, Nabventures"
LetsTransport,Bangalore,Logitech,1313500.0,,2020,Stride Ventures
Crimson Healthcare,Delhi,Med Tech,229800.0,,2020,Mumbai Angels Network
Edvizo,Bangalore,Edtech,150000.0,Seed,2020,Inflection Point Ventures
Servify,Mumbai,SaaS,11370000.0,Series C,2020,"Iron Pillar, Blume Ventures"
Drum Food,Mumbai,Food,5305000.0,,2020,"Danone Manifesto, Mousse Partners"
Jiffy ai,,AI,18000000.0,Series A,2020,Nexus Venture Partners
Postman,,Tech,150000000.0,Series C,2020,Insight Partners
Waycool,Chennai,Agritech,5500000.0,Series C,2020,Induslnd Bank
Ameliorate Biotech,Bangalore,Biotech,264000.0,Angel,2020,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI"
Hapramp,Gurugram,Blockchain,1000000.0,,2020,Anand Mahindra
HealthPlix,Bangalore,Healthtech,6000000.0,Series B,2020,"JSW Ventures, Chiratae Ventures, Kalaari Capital"
YoloBus,Gurugram,Mobility/Transport,3300000.0,Series A,2020,Nexus Venture Partners
iNurture Education,,Edtech,4000000.0,,2020,Kimera Ltd
Pocket52,Bangalore,Gaming,1750000.0,Series A,2020,Gameskraft
QuaQua,Hyderabad,Travel,1000000.0,,2020,Anthill Ventures
Crofarm,Delhi,Agritech,1000000.0,,2020,Smile group
Wooden Street,Jaipur,Ecommerce,3000000.0,Series A,2020,IAN Fund
BankBazaar,Chennai,Fintech,5967000.0,Series D,2020,WSV Capital
Rentmojo,Bangalore,Rental,2980000.0,,2020,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment"
Knorish,Delhi,SaaS/Edtech,323000.0,Series A,2020,100x VC
LetsTransport,Bangalore,Logitech,1326000.0,,2020,Black Soil
Cube Wealth,Mumbai,SaaS,500000.0,,2020,"Beenext, Asuka Holding"
IVF Access,Bangalore,Healthtech,5000000.0,Series A,2020,Vertex Ventures SEA & India
Hoi Foods,Delhi,Foodtech,2000000.0,Series A,2020,Crowd Fund
Ola Financial Services,Bangalore,Fintech,27000000.0,Series A,2020,Matrix Partners
Awifs,Delhi,Co-working,5200000.0,,2020,"Bisque Limited, Link Investment Trust."
Dunzo,Bangalore,Logistics,55000000.0,,2020,Undisclosed
Toch,Mumbai,AI,1000000.0,Series A,2020,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures"
Coin DCX,Mumbai,Cryptocurrency,2500000.0,,2020,Polychain Capital
Euler Motors,Delhi,Automotive tech,2530000.0,Series A,2020,Inventus III India Fund
Leap Club,Gurugram,,340000.0,Seed,2020,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover"
Credit Mantri,Chennai,Fintech,792000.0,,2020,"IDG Ventures, Elevar Equity, Accion"
Xtracap,Gurugram,Fintech,1000000.0,,2020,Angel Investors
Khatabook,Bangalore,Fintech,60000000.0,Series B,2020,B Capital Group
LendingKart,Ahmedabad,Fintech,11363000.0,Series D,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Illumnus,,Edtech,100000.0,Seed,2020,Angel investors. HNI
LetsTransport,Bangalore,Logitech,1715000.0,,2020,Innoven Capital
Eggoz,Bihar,Agritech,329000.0,Seed,2020,"Tracxn Labs, Angellist, Tri-Deep Capital"
Indian School Finance Company,Hyderabad,Fintech,5271000.0,Seed,2020,Gray Matters Capital
Juicy Chemistry,,,650000.0,Series A,2020,Akya Ventures
Sindhuja Microcredit,Noida,Fintech,8700000.0,,2020,Nordic Microfinance Initiative
Rentmojo,Bangalore,Rental,3226000.0,,2020,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche"
Intello Labs,Gurugram,"Supply chain, Agritech",5900000.0,Series A,2020,Saama Capital
SirionLabs,Gurugram,SaaS,44000000.0,Series C,2020,"Tiger Global, Avatar Growth Capital"
Magicpin,Gurugram,,3879000.0,,2020,Lightspeed Venture Partners
Refrens,Bangalore,SaaS,1000000.0,Seed,2020,"Vijay Shekhar Sharma, Anupam Mittal"
Shiprocket,,Logitech,13000000.0,Series C,2020,"Tribe Capital, Innoven Capital, BII"
Nykaa,Mumbai,Ecommerce,8800000.0,,2020,Steadview capital
Docsapp,Bangalore,Healthtech,9500000.0,,2020,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC"
Phable,,Healthtech,1000000.0,Series A,2020,Inflection Point Ventures
Mintoak,Mumbai,Fintech,2000000.0,Series A,2020,Pravega Ventures
VestSpace,Pune,Spacetech,10000000.0,,2020,Next Capital
Vernacular ai,Bangalore,AI,5100000.0,Series A,2020,"Exfinity Ventures, IAN Fund"
Clover,Bangalore,Agritech,920000.0,,2020,Alteria Capital
Varthana,Bangalore,Fintech,15000000.0,Series D,2020,ChrysCapital
Rooter,Delhi,Gaming,1700000.0,Series A,2020,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
DailyHunt,,Media,35600000.0,,2020,Lupa India
Pratilipi,Bangalore,Media,9400000.0,Series C,2020,Tencent
Biryani By Kilo,Delhi,Food,790000.0,Series B,2020,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi"
Consure Medical,Delhi,Healthtech,480000.0,,2020,"Accel Partners, Jungle Ventures"
Servify,Mumbai,,250000.0,,2020,Barkawi
Tessol,Mumbai,Logistics,160000.0,Series A,2020,1Funds Domestic Scheme
Pedagogy,,Edtech,400000.0,,2020,Inflection Point Ventures
Classplus,Delhi,Edtech,8200000.0,Series B,2020,RTP Global
Medlife,Bangalore,Pharmaceutical,15500000.0,,2020,Hero Fincorp
MYSUN,Delhi,Tech,4257000.0,Series A,2020,Undisclosed
ShopX,Bangalore,Ecommerce,1410000.0,,2020,Li and Fung
NewsBytes,Gurugram,Digital Media,1500000.0,Series A,2020,North Base Media
Wagonfly,Bangalore,,500000.0,,2020,Investment Trust of India
NIRA,,Fintech,2100000.0,Series A,2020,Angel investors
Convosight,Hyderabad,Data Analytics,4000000.0,Series A,2020,"IvyCap Ventures, Sequoia Capital"
Fittr,Pune,Fitness,2000000.0,,2020,"Sequoia Capital Surge, Better Capital"
Bira91,Bangalore,Beverage,20000000.0,Series C,2020,"Sequoia Capital, Sofina"
Daily Ninja,Haryana,Ecommerce,349800.0,,2020,Big Basket
Guvi Geek Network Pvt Ltd,Chennai,Edtech,786000.0,Series A,2020,Education Catalyst Fund
LoadShare,Bangalore,Logistics,2004000.0,Series B,2020,CDC Group
Vedantu,Bangalore,Edtech,6800000.0,Series C,2020,KB Global Platform Firm
Indusface,,IT,5000000.0,,2020,Tata Capital Growth Fund II
DMI Group,Delhi,Financial Services,123000000.0,,2020,NXC Corporation
Spintly,Goa,IoT,248000.0,Series A,2020,Saltwater Venture Sparks
Bijak,Gurugram,Agritech,12000000.0,Series A,2020,RTP Global
Bugworks,Bangalore,Biopharma,7500000.0,,2020,"University of Tokyo Edge Capital, Global Brain Corporation"
Yap,Chennai,Fintech,4500000.0,Series A,2020,BeeNext
Tattva,Delhi,Beauty & wellness,150000.0,,2020,"Sukhbir Singh, Rakhee Singal"
DailyHunt,,Media,24000000.0,,2020,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Bangalore,Real Estate,30000000.0,,2020,General Atlantic
Box8,Mumbai,Foodtech,4000000.0,,2020,"IIFL Seed Ventures Fund, Menlo park"
Capital Float,Bangalore,Fintech,15000000.0,,2020,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Bangalore,Travel & SaaS,13000000.0,Series B,2020,"Greenoaks Capital, Vy Capital. Matrix Partners India"
Aavenir,Ahmedabad,SaaS,2000000.0,Seed,2020,Accel
Yellow Messenger,Bangalore,AI,20000000.0,Series B,2020,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,,Media Tech,400000.0,,2020,Inflection Point Ventures
Ewar,Bangalore,Gaming,200000.0,,2020,"Jindal Steels, Jeet Banerjee"
Setu,,Fintech,14259000.0,Series A,2020,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,Bangalore,Healthtech,4000000.0,Series A,2020,Saama Capital
FarEye,Delhi,Logistics,24500000.0,Series D,2020,"M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,,Food tech,50000000.0,,2020,Coatue Management
BankBazaar,Chennai,Fintech,3800000.0,Series D,2020,"Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Mumbai,Logistics,18370000.0,Series D,2020,Lightstone Global Funds
SugarBox,Mumbai,Tech,68525000.0,,2020,Zee Entertainment Enterprises Limited
Capital Float,Bangalore,Fintech,4800000.0,Series F,2020,"Amazon Inc`, Dinesh J Hinduja"
Big Basket,Bangalore,E store,60000000.0,,2020,Alibaba Holdings
Amica,,Fintech,2000000.0,,2020,"Hummingbird Ventures, Bedrock Capital"
Vedantu,Bangalore,Edtech,12500000.0,Series C,2020,Legend Capital
Fingerlix,,Food,1834000.0,,2020,"Accel, Zephyr Peacock, Swiggy, RB Investments."
Zupee,,Gaming,8000000.0,Series A,2020,Matrix Partners
DeHaat,,Agritech,12000000.0,Series A,2020,Sequoia Capital India
Lido Learning,Mumbai,Edtech,7500000.0,Series B,2020,Bace Capital
Aye Finance,Gurugram,Fintech,23850000.0,,2020,Undisclosed
Swiggy,Bangalore,Foodtech,43000000.0,Series A,2020,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,,Healthtech,7000000.0,,2020,LGT Lightstone Aspada
Zomato,Gurugram,Foodtech,5000000.0,,2020,Pacific Horizon
RaRa Delivery,,Logistics,800000.0,Seed,2020,"Der Shing Lim, 500 startups"
